text,alpha2_code,language_code,date,cluster,country,tokens,state
Savoie. Guerre en Ukraine : Saint-Colomban-des-Villards prête à ... - Le Dauphiné Libéré,CH,fr,2022-03-01,Current Information War,Switzerland,29,Thuringia
Station F propose son aide aux entrepreneurs ukrainiens réfugiés - Maddyness,CH,fr,2022-03-01,Local Communities,Switzerland,19,Saxony
Les Roumains mobilisés pour aider les réfugiés ukrainiens - Vatican News - Français,CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,24,Schaffhausen
Guerre en Ukraine : les trains seront gratuits en Belgique pour les ... - RTBF,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,19,Rhineland-Palatinate
Guerre en Ukraine : la préfecture de la Haute-Saône lance un appel ... - France 3 Régions,CH,fr,2022-03-01,Current Information War,Switzerland,29,Bavaria
«On nous disait “Pas les Noirs”»: le tri racial dans la fuite de l'Ukraine | Slate.fr - Slate.fr,CH,fr,2022-03-01,Current Information Refugees,Switzerland,31,Geneva
Guerre en Ukraine: où faire des dons pour les réfugiés dans les Alpes du Sud? - BFM DICI,CH,fr,2022-03-01,Local Communities,Switzerland,29,Schleswig-Holstein
"La Région, solidaire, se mobilise pour le peuple ukrainien ! - Région Centre-Val de Loire",CH,fr,2022-03-01,Volunteering and Donations,Switzerland,31,North Rhine-Westphalia
Ukraine : le comité de jumelage Millau-Plopeni lance un appel aux dons pour les réfugiés ukrainiens - Midi Libre,CH,fr,2022-03-01,Local Communities,Switzerland,34,Bern
"Solidarité. Depuis Beaune, un jeune Ukrainien collecte des dons ... - Le Bien Public",CH,fr,2022-03-01,Volunteering and Donations,Switzerland,23,Rhineland-Palatinate
Comment venir en aide à l'Ukraine dans le pays de Lorient ? - Le Télégramme,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,21,Bavaria
Voici comment Toulouse veut aider Kiev et l'Ukraine - Le Journal Toulousain,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,20,Sankt Gallen
Soutien à l'Ukraine : la campagne de solidarité se réoriente - Ville - Ville de Bourg-en-Bresse,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,30,Appenzell Ausserrhoden
Vosges. Guerre en Ukraine : plusieurs points de collecte au profit des réfugiés dans l’agglomération ... - Vosges Matin,CH,fr,2022-03-01,Local Communities,Switzerland,35,Basel
Rhône. Guerre en Ukraine : comment aider depuis Lyon et sa région ? - Le Progrès,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,22,North Rhine-Westphalia
"Guerre en Ukraine: les titres de séjour des Ukrainiens en France prolongés ""d'au moins 90 jours"" - BFMTV",CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,32,North Rhine-Westphalia
La Turquie interdit le passage des Dardanelles et du Bosphore aux navires de guerre - RTS.ch,CH,fr,2022-03-01,Accomodation,Switzerland,27,Rhineland-Palatinate
Guerre en Ukraine : les trains également gratuits aux Pays-Bas pour ... - RTBF,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,19,Bavaria
"L’offensive russe se poursuit en Ukraine, Moscou fait face à des sanctions occidentales de plus en plus sévères - La Croix",CH,fr,2022-03-01,Sanktions Russia and War Strategy,Switzerland,32,Vaud
La colère africaine devant la “ségrégation de la honte” aux frontières ... - Courrier international,CH,fr,2022-03-01,Migration Apart from Ukraine,Switzerland,27,Bern
La solidarité s'organise: voici comment aider le peuple ukrainien ... - Metro Belgique,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,25,Rhineland-Palatinate
Guerre en Ukraine : comment la solidarité s'organise en Auvergne - France 3 Régions,CH,fr,2022-03-01,Current Information War,Switzerland,26,Obwalden
La CFDT est solidaire des Ukrainiens - Syndicalisme Hebdo,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,16,Geneva
Des organismes prêts à aider les réfugiés ukrainiens et leurs animaux - La Presse,CH,fr,2022-03-01,Local Communities,Switzerland,25,North Rhine-Westphalia
La fin du périple de deux Ukrainiennes à Bruxelles: «On a voulu ... - Le Soir,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,25,Schaffhausen
"Guerre en Ukraine : Otan, HCR, qui fait quoi pour venir en aide aux ... - Sud Ouest",CH,fr,2022-03-01,Current Information War,Switzerland,25,North Rhine-Westphalia
"Guerre en Ukraine : en France, les cours d'Histoire abordent la ... - franceinfo",CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,23,Zurich
Ukraine : Quand les médias occidentaux prêchent élitisme ... - Yabiladi,CH,fr,2022-03-01,Current Information War,Switzerland,23,Grisons
Erste Geflüchtete aus der Ukraine in Münster angekommen - Westfälische Nachrichten,DE,de,2022-03-01,Local Communities,Germany,23,Schwyz
Vogtlandkreis sucht Wohnraum für Flüchtlinge aus der Ukraine - freiepresse.de,DE,de,2022-03-01,Local Communities,Germany,25,Thuringia
Velbert: IHLA holt Flüchtlinge an der ukrainischen Grenze ab - WAZ News,DE,de,2022-03-01,Local Communities,Germany,26,Baden-Württemberg
Krieg in der Ukraine: Im Grenzdurchgangslager Friedland rückt man ... - hna.de,DE,de,2022-03-01,Current Information War,Germany,24,Brandenburg
wunderflats organisiert unbürokratisch Unterkünfte für ... - Konii.de,DE,de,2022-03-01,Volunteering and Donations,Germany,21,Obwalden
"Amira Pocher will Ukraine-Flüchtlinge bei sich aufnehmen, hat aber ... - TAG24",DE,de,2022-03-01,Local Communities,Germany,24,Bern
Les résidents d’origine africaine sont-ils empêchés de quitter l’Ukraine? - Libération,CH,fr,2022-03-01,Current Information Refugees,Switzerland,28,Appenzell Innerrhoden
Guerre en Ukraine : des Français prêts à accueillir des réfugiés ... - franceinfo,CH,fr,2022-03-01,Current Information Refugees,Switzerland,26,Aargau
Pas-de-Calais : un migrant meurt percuté par un train - LaDepeche.fr,CH,fr,2022-03-01,Problems Refugee Management,Switzerland,21,Bremen
Migrants : un message contre les préjugés dans le roman de Maïa ... - Paris-Normandie,CH,fr,2022-03-01,Problems Refugee Management,Switzerland,24,Saxony-Anhalt
Ukraine-Hilfe: Neustadt richtet zentrale E-Mail für Unterstützer und Hilfsangebote ein - HAZ,DE,de,2022-03-01,Volunteering and Donations,Germany,29,Geneva
Solidaritätswelle in Tschechien: Neue Liebe der Prager Politik für ... - OberpfalzECHO,DE,de,2022-03-01,Refugee Routes from Ukraine,Germany,27,North Rhine-Westphalia
"Rzeszów, la più grande città polacca del confine sud est che ... - Open Migration",CH,it,2022-03-01,Refugee Routes from Ukraine,Switzerland,22,Appenzell Innerrhoden
"Migranti, Grupa Granica: la Polonia accoglie gli ucraini, respinge gli altri - Redattore Sociale",CH,it,2022-03-01,Current Information Refugees,Switzerland,31,Bremen
Come si sta organizzando Milano per aiutare i profughi ucraini - MilanoToday.it,CH,it,2022-03-01,Local Communities,Switzerland,23,Nidwalden
Cremona Pianeta Migranti. Benvenuti i profughi ucraini ma non gli ... - WelfareNetwork,CH,it,2022-03-01,Problems Refugee Management,Switzerland,28,Jura
"Guerra in Ucraina, migliaia i profughi in Romania - Save the Children Italia",CH,it,2022-03-01,Refugee Routes from Ukraine,Switzerland,21,Appenzell Ausserrhoden
"Profughi dall’Ucraina a Milano, luoghi, email e siti web per gli aiuti: Comune, consolato, Caritas,... - Corriere Milano",CH,it,2022-03-01,Volunteering and Donations,Switzerland,38,Berlin
"La Polonia accoglie i rifugiati ucraini, l'Ue la punisce - La Nuova Bussola Quotidiana",CH,it,2022-03-01,Current Information Refugees,Switzerland,33,Baden-Württemberg
"Guerra in Ucraina, ecco i luoghi per accogliere i profughi a Firenze ... - InToscana",CH,it,2022-03-01,Current Information Refugees,Switzerland,31,Brandenburg
"L'Ue apre le porte ai profughi ucraini grazie alla ""protezione ... - Stranieri in Italia",CH,it,2022-03-01,Current Information Refugees,Switzerland,30,Lucerne
"Solidarietà. Partono le raccolte degli aiuti per l'Ucraina, attenti agli ... - Avvenire",CH,it,2022-03-01,Volunteering and Donations,Switzerland,28,Zug
"Luca Casarini: «Accoglienza sempre, nessuna differenza tra profughi di guerra. Altrimenti siamo mostri» - PadovaOggi",CH,it,2022-03-01,Accomodation,Switzerland,38,Zurich
Ucraina: centinaia di migliaia in fuga dalla guerra - Vatican News - Italiano,CH,it,2022-03-01,Volunteering and Donations,Switzerland,22,Neuchâtel
Il discorso integrale di Mario Draghi sull'Ucraina in Senato - Corriere della Sera,CH,it,2022-03-01,Current Information War,Switzerland,25,Glarus
"Guerra in Ucraina, dalla Bielorussia a Cuba: ecco chi sono gli alleati di Putin - Sky Tg24",CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,28,Grisons
Il razzismo verso i rifugiati neri al confine tra Ucraina e Polonia - Cosmopolitan,CH,it,2022-03-01,Current Information Refugees,Switzerland,25,Valais
Ucraina: la situazione dei bambini e delle famiglie coinvolte nell ... - UNICEF Italia,CH,it,2022-03-01,Children and Human Rights,Switzerland,25,Bern
Ucraina: cosa sappiamo finora - RSI.ch Informazione,CH,it,2022-03-01,Volunteering and Donations,Switzerland,16,Thurgau
"Guerra Ucraina: ricarica gratis Tesla in 4 Supercharger, ecco dove - SicurAUTO.it",CH,it,2022-03-01,Current Information War,Switzerland,25,Grisons
"Ucraina, da Kharkiv al Donbass è anche allarme cibo e medicine - Dire",CH,it,2022-03-01,Volunteering and Donations,Switzerland,22,Baden-Württemberg
Da Mitsotakis un C-130 di armi a Kiev. Syriza: «Così partecipiamo al ... - Il Manifesto,CH,it,2022-03-01,Current Information War,Switzerland,31,Saxony
"Profughi dall’Ucraina, Ciac: ""Chi può metta a disposizione una struttura"" - Video: gli aiuti alla Croce rossa - Gazzetta di Parma",CH,it,2022-03-01,Volunteering and Donations,Switzerland,43,Thurgau
"Guerra Russia-Ucraina, anche Norvegia e Finlandia inviano armi a Kiev - Sky Tg24",CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,25,Ticino
"Ucraina: la cronaca, LA DIRETTA della giornata - Agenzia ANSA",CH,it,2022-03-01,Volunteering and Donations,Switzerland,22,Schleswig-Holstein
Onu: in Ucraina crisi umanitaria per 4 milioni di persone - Euronews Italiano,CH,it,2022-03-01,Current Information War,Switzerland,26,Hamburg
Ucraina sotto attacco: la vita nei rifugi e in fuga verso l'ovest - Diocesi di MIlano,CH,it,2022-03-01,Volunteering and Donations,Switzerland,29,Schaffhausen
Boom di immigrati nel 2021. Quasi 90mila nuovi clandestini in Italia: l'allarme dei servizi segreti - Il Tempo,CH,it,2022-03-01,Migration Apart from Ukraine,Switzerland,34,Neuchâtel
"Ucraina, la grande solidarietà dei romani: lunga fila di auto per portare aiuti alla chiesa di Santa Sofia - Corriere TV",CH,it,2022-03-01,Statements by the Church,Switzerland,34,Sankt Gallen
"Come aiutare i profughi ucraini in Campania: raccolte vestiti, farmaci ... - Fanpage.it",CH,it,2022-03-01,Local Communities,Switzerland,30,Hesse
"Lanciano si mobilita per aiutare la popolazione Ucraina, partirà ... - Abruzzo in Video",CH,it,2022-03-01,Volunteering and Donations,Switzerland,28,Bavaria
Consolato Ucraino a Napoli cerca volontari in tutto il Sud: come ... - Vesuvio Live,CH,it,2022-03-01,Volunteering and Donations,Switzerland,24,Uri
Per Toninelli “l’Ucraina è già parte della Ue”. Ennesima gaffe dell’ex ministro - Globalist.it,CH,it,2022-03-01,Refugee Routes from Ukraine,Switzerland,30,Basel
Land stellt Unterkunft für Flüchtlinge aus Ukraine bereit - Süddeutsche Zeitung - SZ.de,DE,de,2022-03-01,Local Communities,Germany,24,Appenzell Ausserrhoden
Mädchen aus Ukraine von Tante nach Ladenburg geholt - SWR Aktuell,DE,de,2022-03-01,Children and Human Rights,Germany,17,Basel
"I profughi dall'Ucraina arrivano in Italia: al via il piano di accoglienza, dove vengono alloggiati - Virgilio Notizie",CH,it,2022-03-01,Current Information Refugees,Switzerland,39,Appenzell Innerrhoden
"“Presto quattro milioni di profughi, la crisi più grande” - la Repubblica",CH,it,2022-03-01,Accomodation,Switzerland,24,Baden-Württemberg
Ucraina: Caritas Ungheria sul confine per accogliere i rifugiati. 100 ... - Servizio Informazione Religiosa,CH,it,2022-03-01,Local Communities,Switzerland,33,Thurgau
I migliori articoli su rifugiati e immigrazione 9/2022 ⁄ Open Migration - Open Migration,CH,it,2022-03-01,Accomodation,Switzerland,24,Schaffhausen
In fuga dalla guerra. L'ondata dei profughi ucraini in Veneto - ilgazzettino.it,CH,it,2022-03-01,Local Communities,Switzerland,27,Grisons
Aiuti per l’Ucraina: come sostenere a distanza o in regione le famiglie che arrivano in Friuli Venezia Giulia - Il Messaggero Veneto,CH,it,2022-03-01,Volunteering and Donations,Switzerland,41,Baden-Württemberg
"Caritas Internationalis, Ucraina: si aprano corridoi umanitari per i civili - Vatican News - Italiano",CH,it,2022-03-01,Volunteering and Donations,Switzerland,28,North Rhine-Westphalia
"Guerra in Ucraina, Novara si prepara ad accogliere i rifugiati - NovaraToday",CH,it,2022-03-01,Local Communities,Switzerland,25,Saxony
"Ucraina, Comune di Scisciano organizza una rete di accoglienza per i rifugiati nel nolano - ilmattino.it",CH,it,2022-03-01,Local Communities,Switzerland,35,Lucerne
L'ITALIA ACCOGLIERà GLI ANIMALI DEI RIFUGIATI UCRAINI IN ... - GLI STATI GENERALI,CH,it,2022-03-01,Current Information Refugees,Switzerland,34,Lucerne
I cittadini ucraini potranno viaggiare gratis sui treni diretti in Germania - Il Mitte,CH,it,2022-03-01,Current Information Refugees,Switzerland,27,Baden-Württemberg
"Guerra in Ucraina, Caritas di Vittorio Veneto: ecco come aiutare - TrevisoToday",CH,it,2022-03-01,Volunteering and Donations,Switzerland,26,Schleswig-Holstein
Raccolta di aiuti per l'Ucraina - RSI.ch Informazione,CH,it,2022-03-01,Volunteering and Donations,Switzerland,19,Geneva
"Ucraina, Danilo: «La mia casa è qui: non me ne voglio andare» - Vanity Fair Italia",CH,it,2022-03-01,Volunteering and Donations,Switzerland,26,Lucerne
"Ucraina, 72 profughi alla Zoppas Arena: tre bimbi positivi al Covid - TrevisoToday",CH,it,2022-03-01,Local Communities,Switzerland,27,Basel
"Crisi ucraina, Belluno pronta all'accoglienza all'ex caserma dei Vigili ... - L'Amico del Popolo",CH,it,2022-03-01,Volunteering and Donations,Switzerland,33,Aargau
Il Comune di Opi disponibile a ospitare rifugiati provenienti dall ... - Terre Marsicane,CH,it,2022-03-01,Accomodation,Switzerland,26,Mecklenburg-Vorpommern
Guerra in Ucraina: la diretta - RSI.ch Informazione,CH,it,2022-03-01,Current Information War,Switzerland,16,Brandenburg
"Ucraina: ad Acqui via alla raccolta di beni, farmaci e cibo - Radio Gold",CH,it,2022-03-01,Volunteering and Donations,Switzerland,24,Ticino
San Marino for the Children: raccolta fondi per l'Ucraina - San Marino Rtv,CH,it,2022-03-01,Children and Human Rights,Switzerland,22,Lucerne
"Guerra in Ucraina, Draghi: ""Obbligati a scelte impensabili"". Kharkiv ... - Il Quotidiano Italiano - Nazionale",CH,it,2022-03-01,Current Information War,Switzerland,39,Nidwalden
"Guerra in Ucraina, nei tunnel con i bambini: “Solo qui possono salvarsi” - la Repubblica",CH,it,2022-03-01,Children and Human Rights,Switzerland,26,Schwyz
"Ucraina-Russia, tutte le notizie dell'1 marzo - Corriere della Sera",CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,21,Fribourg
Disoccupazione agricola: i richiedenti asilo ne hanno diritto anche ... - Asgi,CH,it,2022-03-01,Problems Refugee Management,Switzerland,22,Appenzell Innerrhoden
"Guerra Ucraina, Kiev sotto attacco. Colpita l'antenna tv e interrotte le trasmissioni - ilmessaggero.it",CH,it,2022-03-01,Current Information War,Switzerland,33,Zug
Shevchuk: anche nell'orrore della guerra può nascere un fiore di pace - Vatican News - Italiano,CH,it,2022-03-01,Volunteering and Donations,Switzerland,27,Appenzell Ausserrhoden
"Ucraina-Russia: l’appello a donare medicine, cibo e indumenti - Corriere della Sera",CH,it,2022-03-01,Volunteering and Donations,Switzerland,26,Basel
"La volontaria denuncia: ""In Polonia apartheid alla frontiera: ucraini ... - Dire",CH,it,2022-03-01,Current Information Refugees,Switzerland,22,Lower Saxony
Draghi: perché l'Italia aiuterà l'Ucraina contro la Russia - Start Magazine,CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,21,Saxony-Anhalt
"Ucraina Bergamo, il nodo dell’accoglienza. Don Roberto Trussardi (Caritas): «Non possiamo gestire tutti».... - Corriere Bergamo - Corriere della Sera",CH,it,2022-03-01,Volunteering and Donations,Switzerland,43,Saxony-Anhalt
"In Ucraina incalzano le truppe russe, circondata Mariupol - AGI - Agenzia Italia",CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,26,Jura
"Come aiutare la popolazione in Ucraina dall’Italia, le soluzioni - QuiFinanza",CH,it,2022-03-01,Volunteering and Donations,Switzerland,25,Sankt Gallen
"Guerra in Ucraina, ecco dove si possono portare viveri e farmaci - Prima Merate",CH,it,2022-03-01,Volunteering and Donations,Switzerland,25,Neuchâtel
Olgiate: raccolta di beni di prima necessità per l'Ucraina il 3 e il 5 - Merate Online,CH,it,2022-03-01,Volunteering and Donations,Switzerland,31,Geneva
Anche dalla Camera il Sì alle armi in Ucraina: favorevole anche FdI ... - Open,CH,it,2022-03-01,Current Information War,Switzerland,26,Schaffhausen
"Guerra in Ucraina, le proposte dell’Occidente a Putin per riportare la pace - Il Riformista",CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,27,Rhineland-Palatinate
"Comune Novafeltria, aiuti umanitari in Ucraina - San Marino Rtv",CH,it,2022-03-01,Volunteering and Donations,Switzerland,23,Thurgau
Un asilo nido a Parma Mia e una scuola nell'area Eurosia: il Comune punta ai fondi del Pnrr - La Repubblica,CH,it,2022-03-01,Problems Refugee Management,Switzerland,37,Schleswig-Holstein
Le streghe son tornate su Instagram per fare l’incantesimo a Putin - Linkiesta.it,CH,it,2022-03-01,Sanktions Russia and War Strategy,Switzerland,22,Thuringia
Emergenza Ucraina: raccolta dei volontari toscani - Nove da Firenze,CH,it,2022-03-01,Volunteering and Donations,Switzerland,22,Solothurn
Parlamento italiano dà “ok” a invio armi in Ucraina: 25 i contrari e 12 gli astenuti - StrettoWeb,CH,it,2022-03-01,Current Information Refugees,Switzerland,36,Hesse
